timestamp_utc,profile,source_file,sha256_in,bytes_in,sha256_out,bytes_out,lines_in,lines_out,gutenberg_header_stripped,gutenberg_footer_stripped,master_toc_stripped,per_play_tocs_stripped,dp_blocks_stripped,finis_sentinels_stripped,underscores_stripped,single_word_directions_stripped,inline_asides_stripped,attached_directions_stripped,bare_directions_wrapped,speaker_tags_normalized,multi_newlines_collapsed
2026-05-02T01:27:57Z,shakespeare,phase1_corpus\raw\pg100.txt,041e8f1d7a6aa622268942c5c07a29274fe02311f1547ac43c698ddf1f49c680,5638483,41c6561caf92be23cd8156ec3521df88036a9610316d87f379c05b75158ed96c,5523258,196398,191616,1,1,1,54,38,2,9692,721,397,14,2205,31642,896
